both
ID          Name         Time         Max_wind     Min_pressure Landfall     distance    
AL021902    UNNAMED      8d18h        70.0         -999.0       0            1912.6234881226442
AL031902    UNNAMED      9d12h        85.0         -999.0       0            3793.307857947931
AL041902    UNNAMED      10d12h       90.0         -999.0       0            2616.001290062914
AL051902    UNNAMED      5d18h        60.0         -999.0       0            1655.5895218425187
AL011903    UNNAMED      5d18h        70.0         -999.0       0            2266.7618518001536
AL021903    UNNAMED      10d12h       105.0        -999.0       0            3347.215212658824
AL031903    UNNAMED      7d12h        80.0         -999.0       2            1221.733469030063
AL041903    UNNAMED      5d18h        85.0         -999.0       1            1802.444434189875
AL051903    UNNAMED      7d18h        50.0         -999.0       0            1614.1010522914794
AL061903    UNNAMED      4d12h        95.0         -999.0       0            2148.652001341315
AL071903    UNNAMED      9d18h        85.0         -999.0       0            2574.3590677433667
AL081903    UNNAMED      5d18h        60.0         -999.0       0            785.3785361094235
AL091903    UNNAMED      6d12h        50.0         -999.0       0            2366.948324020333
AL101903    UNNAMED      8d12h        70.0         -999.0       0            2065.406194603781
AL011904    UNNAMED      4d6h         70.0         -999.0       0            646.8414835020519
AL021904    UNNAMED      7d18h        75.0         -999.0       1            2474.830783191536
AL031904    UNNAMED      6d18h        70.0         -999.0       0            870.5743623623471
AL041904    UNNAMED      9d12h        70.0         -999.0       1            1272.8039224735364
AL051904    UNNAMED      6d12h        45.0         -999.0       0            2688.5199294740332
AL061904    UNNAMED      6d6h         45.0         -999.0       0            2447.809476825988
AL011905    UNNAMED      2d6h         50.0         -999.0       0            724.5874076303218
AL021905    UNNAMED      5d6h         50.0         -999.0       0            800.3624600024909
AL031905    UNNAMED      6d12h        45.0         -999.0       0            1234.5751268544602
AL041905    UNNAMED      12d12h       105.0        -999.0       0            3439.2579894717624
AL051905    UNNAMED      6d12h        45.0         -999.0       0            1293.0754288316577
AL011906    UNNAMED      6d6h         45.0         -999.0       0            1293.9955512902347
AL021906    UNNAMED      9d12h        90.0         -999.0       2            2039.7722297309306
AL031906    UNNAMED      3d12h        60.0         -999.0       0            893.3462843427343
AL041906    UNNAMED      18d6h        115.0        -999.0       0            6314.040991592355
AL051906    UNNAMED      15d6h        80.0         -999.0       1            3271.6637611461683
AL061906    UNNAMED      10d18h       105.0        -999.0       1            1899.7536658119911
AL071906    UNNAMED      10d18h       60.0         -999.0       0            3042.2236230453145
AL081906    UNNAMED      15d12h       105.0        -999.0       2            2744.0392565343927
AL091906    UNNAMED      3d12h        45.0         -999.0       0            944.7581379346417
AL101906    UNNAMED      5d12h        45.0         -999.0       0            1128.2569210634683
AL111906    UNNAMED      5d6h         70.0         -999.0       0            824.341773764994
AL011907    UNNAMED      6d6h         55.0         -999.0       0            2328.1079860557143
AL021907    UNNAMED      5d6h         40.0         -999.0       0            1158.3901136931618
AL031907    UNNAMED      2d18h        45.0         -999.0       0            1225.2306033803359
AL041907    UNNAMED      2d18h        45.0         -999.0       0            925.4227659374416
AL051907    UNNAMED      6d18h        40.0         -999.0       0            1300.0877565268995
AL011908    UNNAMED      3d6h         85.0         -999.0       0            606.9482801709124
AL021908    UNNAMED      7d6h         65.0         -999.0       1            1769.864431934608
AL031908    UNNAMED      10d6h        70.0         -999.0       1            2150.0638417853597
AL041908    UNNAMED      5d18h        50.0         -999.0       0            578.3796414092657
AL051908    UNNAMED      3d6h         45.0         -999.0       0            682.3112143068372
AL061908    UNNAMED      12d6h        105.0        -999.0       0            3793.7672330460296
AL071908    UNNAMED      2d6h         60.0         -999.0       0            287.0273583496234
AL081908    UNNAMED      16d6h        95.0         -999.0       0            3513.211932358983
AL091908    UNNAMED      4d18h        90.0         -999.0       0            405.44321527853367
AL101908    UNNAMED      4d6h         35.0         -999.0       0            1365.1244453213976
AL011909    UNNAMED      4d18h        40.0         -999.0       0            256.1358927361975
AL021909    UNNAMED      5d0h         85.0         -999.0       1            820.0808018159336
AL031909    UNNAMED      8d6h         45.0         -999.0       0            1534.6754929040949
AL041909    UNNAMED      9d0h         100.0        -999.0       1            2420.7345401536527
AL051909    UNNAMED      4d18h        40.0         -999.0       0            1221.3227402335194
AL061909    UNNAMED      8d6h         105.0        -999.0       0            2504.7628651598993
AL071909    UNNAMED      3d6h         45.0         -999.0       0            703.555413559764
AL081909    UNNAMED      3d18h        45.0         -999.0       0            797.5108514640908
AL091909    UNNAMED      8d12h        105.0        -999.0       1            1764.0091892998894
AL101909    UNNAMED      5d0h         50.0         -999.0       0            1139.951870535011
AL111909    UNNAMED      7d6h         105.0        -999.0       1            2134.983411847611
AL121909    UNNAMED      6d6h         90.0         -999.0       0            1532.4512000695759
AL011910    UNNAMED      6d12h        40.0         -999.0       0            1978.1090642568379
AL021910    UNNAMED      5d6h         40.0         -999.0       0            358.75514138247075
AL031910    UNNAMED      10d12h       95.0         -999.0       1            2419.6223822222046
AL041910    UNNAMED      5d12h        85.0         -999.0       0            1746.044042964843
AL051910    UNNAMED      14d12h       130.0        -999.0       1            2854.4966758641326
AL011911    UNNAMED      7d12h        50.0         -999.0       0            2152.1322179019635
AL021911    UNNAMED      6d0h         70.0         -999.0       1            822.6022060995505
AL031911    UNNAMED      8d6h         85.0         -999.0       1            1388.938716425219
AL041911    UNNAMED      9d6h         85.0         -999.0       0            2159.1876369208862
AL051911    UNNAMED      5d6h         55.0         -999.0       0            856.5958629820709
AL061911    UNNAMED      6d0h         45.0         -999.0       0            1087.358422208803
AL011912    UNNAMED      10d0h        60.0         -999.0       0            1970.2896778990344
AL021912    UNNAMED      5d0h         45.0         -999.0       0            926.8691125905482
AL031912    UNNAMED      4d18h        45.0         -999.0       0            700.3833109239034
AL041912    UNNAMED      4d18h        80.0         -999.0       1            454.65009557080714
AL051912    UNNAMED      7d6h         80.0         -999.0       0            1309.701184120669
AL061912    UNNAMED      6d12h        85.0         -999.0       1            1219.7315265598113
AL071912    UNNAMED      10d12h       100.0        -999.0       0            1035.1594726964454
